451,578,15.280029,15.280029
451,579,15.280029,15.280029
451,580,15.280029,15.280029
451,581,15.280029,15.280029
451,582,15.280029,15.280029
451,583,15.280029,15.280029
451,584,15.280029,15.280029
451,585,15.280029,15.280029
451,586,15.280029,15.280029
452,576,15.694321,15.694321
452,577,15.694321,15.694321
452,587,15.694321,15.694321
452,588,15.694321,15.694321
453,574,15.982193,15.982193
453,575,15.567902,15.567902
453,589,15.567902,15.567902
453,590,15.982193,15.982193
453,591,16.108612,16.108612
454,573,15.441483,15.441483
454,592,15.855774,15.855774
455,571,15.315063,15.315063
455,572,14.900772,14.900772
455,593,15.315063,15.315063
455,594,15.729355,15.729355
456,569,15.188644,15.188644
456,570,14.774353,14.774353
456,595,15.188644,15.188644
457,568,14.647934,14.647934
457,596,14.647934,14.647934
457,597,15.062225,15.062225
458,567,14.233643,14.233643
458,598,14.647934,14.647934
459,565,14.647934,14.647934
459,566,13.692932,13.692932
459,599,14.647934,14.647934
459,600,15.062225,15.062225
460,564,14.647934,14.647934
460,601,14.647934,14.647934
461,563,14.647934,14.647934
461,602,14.647934,14.647934
462,561,15.062225,15.062225
462,562,14.647934,14.647934
462,603,14.647934,14.647934
463,560,15.062225,15.062225
463,604,14.647934,14.647934
464,559,15.062225,15.062225
464,605,15.062225,15.062225
465,558,15.062225,15.062225
465,606,15.062225,15.062225
466,557,15.062225,15.062225
466,606,14.647934,14.647934
467,556,15.062225,15.062225
467,607,15.062225,15.062225
468,555,15.062225,15.062225
468,608,15.062225,15.062225
469,554,15.062225,15.062225
469,609,15.602936,15.602936
470,553,15.062225,15.062225
470,609,15.062225,15.062225
471,552,15.062225,15.062225
471,610,15.602936,15.602936
472,551,15.062225,15.062225
472,611,16.017227,16.017227
473,550,15.062225,15.062225
473,612,15.602936,15.602936
474,549,15.062225,15.062225
474,612,15.602936,15.602936
475,548,15.062225,15.062225
475,613,16.017227,16.017227
476,547,15.062225,15.062225
476,613,15.602936,15.602936
477,546,15.062225,15.062225
477,614,16.017227,16.017227
478,545,15.062225,15.062225
478,614,15.602936,15.602936
479,545,15.062225,15.062225
479,615,16.017227,16.017227
480,544,15.062225,15.062225
480,615,15.729355,15.729355
481,543,15.062225,15.062225
481,616,16.017227,16.017227
482,542,15.062225,15.062225
482,616,15.855774,15.855774
483,541,15.062225,15.062225
483,617,16.017227,16.017227
484,540,15.062225,15.062225
484,618,15.567902,15.567902
485,539,15.062225,15.062225
485,618,15.982193,15.982193
486,538,15.062225,15.062225
486,618,16.108612,16.108612
487,537,15.062225,15.062225
487,619,15.694321,15.694321
488,536,15.062225,15.062225
488,619,16.108612,16.108612
489,535,15.062225,15.062225
489,619,15.982193,15.982193
490,534,15.062225,15.062225
490,620,15.694321,15.694321
491,533,15.062225,15.062225
491,620,16.108612,16.108612
492,533,15.062225,15.062225
492,620,15.694321,15.694321
493,532,15.062225,15.062225
493,621,15.280029,15.280029
494,531,15.062225,15.062225
494,621,15.694321,15.694321
495,530,15.062225,15.062225
495,621,15.694321,15.694321
496,529,15.062225,15.062225
496,622,15.280029,15.280029
497,528,15.062225,15.062225
497,622,15.280029,15.280029
498,527,15.062225,15.062225
498,622,15.280029,15.280029
499,526,15.062225,15.062225
499,623,14.739319,14.739319
500,525,15.062225,15.062225
500,623,15.15361,15.15361
501,524,15.062225,15.062225
501,623,15.280029,15.280029
502,523,15.062225,15.062225
502,623,15.280029,15.280029
503,522,15.062225,15.062225
503,623,15.280029,15.280029
504,521,15.062225,15.062225
504,623,15.280029,15.280029
505,520,15.062225,15.062225
505,624,14.739319,14.739319
506,519,15.062225,15.062225
506,624,15.15361,15.15361
507,518,15.062225,15.062225
507,624,15.280029,15.280029
508,517,15.062225,15.062225
508,624,15.280029,15.280029
509,516,15.062225,15.062225
509,624,15.280029,15.280029
510,515,15.062225,15.062225
510,624,15.280029,15.280029
511,514,15.062225,15.062225
511,624,15.280029,15.280029
512,513,15.062225,15.062225
512,624,15.280029,15.280029
513,512,15.062225,15.062225
513,624,15.280029,15.280029
514,512,15.062225,15.062225
514,624,15.280029,15.280029
515,511,15.062225,15.062225
515,624,15.280029,15.280029
516,510,15.062225,15.062225
516,625,14.739319,14.739319
517,509,15.062225,15.062225
517,625,15.15361,15.15361
518,508,15.062225,15.062225
518,625,15.280029,15.280029
519,507,15.062225,15.062225
519,625,15.280029,15.280029
520,506,15.062225,15.062225
520,625,15.280029,15.280029
521,505,15.062225,15.062225
521,625,15.280029,15.280029
522,504,15.062225,15.062225
522,625,15.280029,15.280029
523,503,15.062225,15.062225
523,625,15.280029,15.280029
524,502,15.062225,15.062225
524,625,15.280029,15.280029
525,501,15.062225,15.062225
525,625,15.280029,15.280029
526,500,15.062225,15.062225
526,625,15.280029,15.280029
527,499,15.062225,15.062225
527,625,15.280029,15.280029
528,498,15.062225,15.062225
528,625,15.280029,15.280029
529,497,15.062225,15.062225
529,625,15.280029,15.280029
530,496,15.062225,15.062225
530,625,15.280029,15.280029
531,495,15.062225,15.062225
531,625,15.280029,15.280029
532,494,15.062225,15.062225
532,625,15.280029,15.280029
533,493,15.062225,15.062225
533,625,15.280029,15.280029
534,492,15.062225,15.062225
534,625,15.280029,15.280029
535,491,15.062225,15.062225
535,625,15.280029,15.280029
536,490,15.062225,15.062225
536,625,15.280029,15.280029
537,489,15.062225,15.062225
537,625,15.280029,15.280029
538,488,15.062225,15.062225
538,625,15.280029,15.280029
539,487,15.062225,15.062225
539,625,15.280029,15.280029
540,486,15.062225,15.062225
540,625,15.280029,15.280029
541,485,15.062225,15.062225
